feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=25.00000000
#accounts,int64-totalfee,int64-totalfeeperacc
747,10.97483410,0.01469188
748,10.98951915,0.01469188
749,11.00420420,0.01469187
750,11.01888925,0.01469186
751,11.03357430,0.01469185
752,11.04825935,0.01469184
753,11.06294440,0.01469183
754,11.07762945,0.01469182
755,11.09231450,0.01469181
756,11.10699955,0.01469180
757,11.12168460,0.01469179
758,11.13636965,0.01469179
759,11.15105470,0.01469178
760,11.16573975,0.01469177
761,11.18042480,0.01469176
762,11.19510985,0.01469175
763,11.20979490,0.01469174
764,11.22447995,0.01469173
765,11.23916500,0.01469172
766,11.25385005,0.01469172
767,11.26853510,0.01469171
768,11.28322015,0.01469170
769,11.29790520,0.01469169
770,11.31259025,0.01469168
771,11.32727530,0.01469167
772,11.34196035,0.01469166
773,11.35664540,0.01469165
774,11.37133045,0.01469165
775,11.38601550,0.01469164
776,11.40070055,0.01469163
777,11.41538560,0.01469162
778,11.43007065,0.01469161
779,11.44475570,0.01469160
780,11.45944075,0.01469160
781,11.47412580,0.01469159
782,11.48881085,0.01469158
783,11.50349590,0.01469157
784,11.51818095,0.01469156
785,11.53286600,0.01469155
786,11.54755105,0.01469155
787,11.56223610,0.01469154
788,11.57692115,0.01469153
789,11.59160620,0.01469152
790,11.60629125,0.01469151
791,11.62097630,0.01469150
792,11.63566135,0.01469150
793,11.65034640,0.01469149
794,11.66503145,0.01469148
795,11.67971650,0.01469147
796,11.69440155,0.01469146
797,11.70908660,0.01469146
798,11.72377165,0.01469145
799,11.73845670,0.01469144
800,11.75314175,0.01469143
801,11.76782680,0.01469142
802,11.78251185,0.01469142
803,11.79719690,0.01469141
804,11.81188195,0.01469140
805,11.82656700,0.01469139
806,11.84125205,0.01469138
807,11.85593710,0.01469138
808,11.87062215,0.01469137
809,11.88530720,0.01469136
810,11.89999225,0.01469135
811,11.91467730,0.01469135
812,11.92936235,0.01469134
813,11.94404740,0.01469133
814,11.95873245,0.01469132
815,11.97341750,0.01469131
816,11.98810255,0.01469131
817,12.00278760,0.01469130
818,12.01747265,0.01469129
819,12.03215770,0.01469128
820,12.04684275,0.01469128
821,12.06152780,0.01469127
822,12.07621285,0.01469126
823,12.09089790,0.01469125
824,12.10558295,0.01469125
825,12.12026800,0.01469124
826,12.13495305,0.01469123
827,12.14963810,0.01469122
828,12.16432315,0.01469122
829,12.17900820,0.01469121
830,12.19369325,0.01469120
831,12.20837830,0.01469119
832,12.22306335,0.01469119
833,12.23774840,0.01469118
834,12.25243345,0.01469117
835,12.26711850,0.01469116
836,12.28180355,0.01469116
837,12.29648860,0.01469115
838,12.31117365,0.01469114
839,12.32585870,0.01469114
840,12.34054375,0.01469113
841,12.35522880,0.01469112
842,12.36991385,0.01469111
843,12.38459890,0.01469111
844,12.39928395,0.01469110
845,12.41396900,0.01469109
846,12.42865405,0.01469109
847,12.44333910,0.01469108
848,12.45802415,0.01469107
849,12.47270920,0.01469106
850,12.48739425,0.01469106
851,12.50207930,0.01469105
852,12.51676435,0.01469104
853,12.53144940,0.01469104
854,12.54613445,0.01469103
855,12.56081950,0.01469102
856,12.57550455,0.01469101
857,12.59018960,0.01469101
858,12.60487465,0.01469100
859,12.61955970,0.01469099
860,12.63424475,0.01469099
861,12.64892980,0.01469098
862,12.66361485,0.01469097
863,12.67829990,0.01469097
864,12.69298495,0.01469096
865,12.70767000,0.01469095
866,12.72235505,0.01469095
867,12.73704010,0.01469094
868,12.75172515,0.01469093
869,12.76641020,0.01469093
870,12.78109525,0.01469092
871,12.79578030,0.01469091
872,12.81046535,0.01469091
873,12.82515040,0.01469090
874,12.83983545,0.01469089
875,12.85452050,0.01469089
876,12.86920555,0.01469088
877,12.88389060,0.01469087
878,12.89857565,0.01469087
879,12.91326070,0.01469086
880,12.92794575,0.01469085
881,12.94263080,0.01469085
882,12.95731585,0.01469084
883,12.97200090,0.01469083
884,12.98668595,0.01469083
885,13.00137100,0.01469082
886,13.01605605,0.01469081
887,13.03074110,0.01469081
888,13.04542615,0.01469080
889,13.06011120,0.01469079
890,13.07479625,0.01469079
891,13.08948130,0.01469078
892,13.10416635,0.01469077
893,13.11885140,0.01469077
894,13.13353645,0.01469076
895,13.14822150,0.01469076
896,13.16290655,0.01469075
897,13.17759160,0.01469074
898,13.19227665,0.01469074
899,13.20696170,0.01469073
900,13.22164675,0.01469072
901,13.23633180,0.01469072
902,13.25101685,0.01469071
903,13.26570190,0.01469070
904,13.28038695,0.01469070
905,13.29507200,0.01469069
906,13.30975705,0.01469069
907,13.32444210,0.01469068
908,13.33912715,0.01469067
909,13.35381220,0.01469067
910,13.36849725,0.01469066
911,13.38318230,0.01469066
912,13.39786735,0.01469065
913,13.41255240,0.01469064
914,13.42723745,0.01469064
915,13.44192250,0.01469063
916,13.45660755,0.01469062
917,13.47129260,0.01469062
918,13.48597765,0.01469061
919,13.50066270,0.01469061
920,13.51534775,0.01469060
921,13.53003280,0.01469059
922,13.54471785,0.01469059
923,13.55940290,0.01469058
924,13.57408795,0.01469058
925,13.58877300,0.01469057
926,13.60345805,0.01469056
927,13.61814310,0.01469056
928,13.63282815,0.01469055
929,13.64751320,0.01469055
930,13.66219825,0.01469054
931,13.67688330,0.01469053
932,13.69156835,0.01469053
933,13.70625340,0.01469052
934,13.72093845,0.01469052
935,13.73562350,0.01469051
936,13.75030855,0.01469051
937,13.76499360,0.01469050
938,13.77967865,0.01469049
939,13.79436370,0.01469049
940,13.80904875,0.01469048
941,13.82373380,0.01469048
942,13.83841885,0.01469047
943,13.85310390,0.01469047
944,13.86778895,0.01469046
945,13.88247400,0.01469045
946,13.89715905,0.01469045
947,13.91184410,0.01469044
948,13.92652915,0.01469044
949,13.94121420,0.01469043
950,13.95589925,0.01469043
951,13.97058430,0.01469042
952,13.98526935,0.01469041
953,13.99995440,0.01469041
954,14.01463945,0.01469040
955,14.02932450,0.01469040
956,14.04400955,0.01469039
957,14.05869460,0.01469039
958,14.07337965,0.01469038
959,14.08806470,0.01469037
960,14.10274975,0.01469037
961,14.11743480,0.01469036
962,14.13211985,0.01469036
963,14.14680490,0.01469035
964,14.16148995,0.01469035
965,14.17617500,0.01469034
966,14.19086005,0.01469034
967,14.20554510,0.01469033
968,14.22023015,0.01469033
969,14.23491520,0.01469032
970,14.24960025,0.01469031
971,14.26428530,0.01469031
972,14.27897035,0.01469030
973,14.29365540,0.01469030
974,14.30834045,0.01469029
975,14.32302550,0.01469029
976,14.33771055,0.01469028
977,14.35239560,0.01469028
978,14.36708065,0.01469027
