feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=1.00000000
#accounts,int32-totalfee,int32-totalfeeperacc
983,14.33827390,0.01458624
984,14.35285495,0.01458624
985,14.36743600,0.01458623
986,14.38201705,0.01458623
987,14.39659810,0.01458622
988,14.41117915,0.01458622
989,14.42576020,0.01458621
990,14.44034125,0.01458621
991,14.45492230,0.01458620
992,14.46950335,0.01458620
993,14.48408440,0.01458619
994,14.49866545,0.01458619
995,14.51324650,0.01458618
996,14.52782755,0.01458618
997,14.54240860,0.01458617
998,14.55698965,0.01458617
999,14.57157070,0.01458616
1000,14.58615175,0.01458616
1001,14.60073280,0.01458615
1002,14.61531385,0.01458615
1003,14.62989490,0.01458614
1004,14.64447595,0.01458614
1005,14.65905700,0.01458613
1006,14.67363805,0.01458613
1007,14.68821910,0.01458612
1008,14.70280015,0.01458612
1009,14.71738120,0.01458611
1010,14.73196225,0.01458611
1011,14.74654330,0.01458610
1012,14.76112435,0.01458610
