tea,systemfee,networkfee
8510000000,2116747,127852
8520000000,2116747,127852
8530000000,2116747,127852
8540000000,2116747,127852
8550000000,2116747,127852
8560000000,2116747,127852
8570000000,2116747,127852
8580000000,2116747,127852
8590000000,2116747,127852
8600000000,2116747,127852
8610000000,2116747,127852
8620000000,2116747,127852
8630000000,2116747,127852
8640000000,2116747,127852
8650000000,2116747,127852
8660000000,2116747,127852
8670000000,2116747,127852
8680000000,2116747,127852
8690000000,2116747,127852
8700000000,2116747,127852
8710000000,2116747,127852
8720000000,2116747,127852
8730000000,2116747,127852
8740000000,2116747,127852
8750000000,2116747,127852
8760000000,2116747,127852
8770000000,2116747,127852
8780000000,2116747,127852
8790000000,2116747,127852
8800000000,2116747,127852
8810000000,2116747,127852
8820000000,2116747,127852
8830000000,2116747,127852
8840000000,2116747,127852
8850000000,2116747,127852
8860000000,2116747,127852
8870000000,2116747,127852
8880000000,2116747,127852
8890000000,2116747,127852
8900000000,2116747,127852
8910000000,2116747,127852
8920000000,2116747,127852
8930000000,2116747,127852
8940000000,2116747,127852
8950000000,2116747,127852
8960000000,2116747,127852
8970000000,2116747,127852
8980000000,2116747,127852
8990000000,2116747,127852
9000000000,2116747,127852
9010000000,2116747,127852
9020000000,2116747,127852
9030000000,2116747,127852
9040000000,2116747,127852
9050000000,2116747,127852
9060000000,2116747,127852
9070000000,2116747,127852
9080000000,2116747,127852
9090000000,2116747,127852
9100000000,2116747,127852
9110000000,2116747,127852
9120000000,2116747,127852
9130000000,2116747,127852
9140000000,2116747,127852
9150000000,2116747,127852
9160000000,2116747,127852
9170000000,2116747,127852
9180000000,2116747,127852
9190000000,2116747,127852
9200000000,2116747,127852
9210000000,2116747,127852
9220000000,2116747,127852
9230000000,2116747,127852
9240000000,2116747,127852
9250000000,2116747,127852
9260000000,2116747,127852
9270000000,2116747,127852
9280000000,2116747,127852
9290000000,2116747,127852
9300000000,2116747,127852
9310000000,2116747,127852
9320000000,2116747,127852
9330000000,2116747,127852
9340000000,2116747,127852
9350000000,2116747,127852
9360000000,2116747,127852
9370000000,2116747,127852
9380000000,2116747,127852
9390000000,2116747,127852
9400000000,2116747,127852
9410000000,2116747,127852
9420000000,2116747,127852
9430000000,2116747,127852
9440000000,2116747,127852
9450000000,2116747,127852
9460000000,2116747,127852
9470000000,2116747,127852
9480000000,2116747,127852
9490000000,2116747,127852
9500000000,2116747,127852
9510000000,2116747,127852
9520000000,2116747,127852
9530000000,2116747,127852
9540000000,2116747,127852
9550000000,2116747,127852
9560000000,2116747,127852
9570000000,2116747,127852
9580000000,2116747,127852
9590000000,2116747,127852
9600000000,2116747,127852
9610000000,2116747,127852
9620000000,2116747,127852
9630000000,2116747,127852
9640000000,2116747,127852
9650000000,2116747,127852
9660000000,2116747,127852
9670000000,2116747,127852
9680000000,2116747,127852
9690000000,2116747,127852
9700000000,2116747,127852
9710000000,2116747,127852
9720000000,2116747,127852
9730000000,2116747,127852
9740000000,2116747,127852
9750000000,2116747,127852
9760000000,2116747,127852
9770000000,2116747,127852
9780000000,2116747,127852
9790000000,2116747,127852
9800000000,2116747,127852
9810000000,2116747,127852
9820000000,2116747,127852
9830000000,2116747,127852
9840000000,2116747,127852
9850000000,2116747,127852
9860000000,2116747,127852
9870000000,2116747,127852
9880000000,2116747,127852
9890000000,2116747,127852
9900000000,2116747,127852
9910000000,2116747,127852
9920000000,2116747,127852
9930000000,2116747,127852
9940000000,2116747,127852
9950000000,2116747,127852
9960000000,2116747,127852
9970000000,2116747,127852
9980000000,2116747,127852
9990000000,2116747,127852
10000000000,2116747,127852
10010000000,2116747,127852
10020000000,2116747,127852
10030000000,2116747,127852
10040000000,2116747,127852
10050000000,2116747,127852
10060000000,2116747,127852
10070000000,2116747,127852
10080000000,2116747,127852
10090000000,2116747,127852
10100000000,2116747,127852
10110000000,2116747,127852
10120000000,2116747,127852
10130000000,2116747,127852
10140000000,2116747,127852
10150000000,2116747,127852
10160000000,2116747,127852
10170000000,2116747,127852
10180000000,2116747,127852
10190000000,2116747,127852
10200000000,2116747,127852
10210000000,2116747,127852
10220000000,2116747,127852
10230000000,2116747,127852
10240000000,2116747,127852
10250000000,2116747,127852
10260000000,2116747,127852
10270000000,2116747,127852
10280000000,2116747,127852
10290000000,2116747,127852
10300000000,2116747,127852
10310000000,2116747,127852
10320000000,2116747,127852
10330000000,2116747,127852
10340000000,2116747,127852
10350000000,2116747,127852
10360000000,2116747,127852
10370000000,2116747,127852
10380000000,2116747,127852
10390000000,2116747,127852
10400000000,2116747,127852
10410000000,2116747,127852
10420000000,2116747,127852
10430000000,2116747,127852
10440000000,2116747,127852
10450000000,2116747,127852
10460000000,2116747,127852
10470000000,2116747,127852
10480000000,2116747,127852
10490000000,2116747,127852
10500000000,2116747,127852
10510000000,2116747,127852
10520000000,2116747,127852
10530000000,2116747,127852
10540000000,2116747,127852
10550000000,2116747,127852
10560000000,2116747,127852
10570000000,2116747,127852
10580000000,2116747,127852
10590000000,2116747,127852
10600000000,2116747,127852
10610000000,2116747,127852
10620000000,2116747,127852
10630000000,2116747,127852
10640000000,2116747,127852
10650000000,2116747,127852
10660000000,2116747,127852
10670000000,2116747,127852
10680000000,2116747,127852
10690000000,2116747,127852
10700000000,2116747,127852
10710000000,2116747,127852
10720000000,2116747,127852
10730000000,2116747,127852
10740000000,2116747,127852
10750000000,2116747,127852
10760000000,2116747,127852
10770000000,2116747,127852
10780000000,2116747,127852
10790000000,2116747,127852
10800000000,2116747,127852
10810000000,2116747,127852
10820000000,2116747,127852
10830000000,2116747,127852
10840000000,2116747,127852
10850000000,2116747,127852
10860000000,2116747,127852
10870000000,2116747,127852
10880000000,2116747,127852
10890000000,2116747,127852
10900000000,2116747,127852
10910000000,2116747,127852
10920000000,2116747,127852
10930000000,2116747,127852
10940000000,2116747,127852
10950000000,2116747,127852
10960000000,2116747,127852
10970000000,2116747,127852
10980000000,2116747,127852
10990000000,2116747,127852
11000000000,2116747,127852
11010000000,2116747,127852
11020000000,2116747,127852
11030000000,2116747,127852
11040000000,2116747,127852
11050000000,2116747,127852
11060000000,2116747,127852
11070000000,2116747,127852
11080000000,2116747,127852
11090000000,2116747,127852
11100000000,2116747,127852
11110000000,2116747,127852
11120000000,2116747,127852
11130000000,2116747,127852
11140000000,2116747,127852
11150000000,2116747,127852
11160000000,2116747,127852
11170000000,2116747,127852
11180000000,2116747,127852
11190000000,2116747,127852
11200000000,2116747,127852
11210000000,2116747,127852
11220000000,2116747,127852
11230000000,2116747,127852
11240000000,2116747,127852
11250000000,2116747,127852
11260000000,2116747,127852
11270000000,2116747,127852
11280000000,2116747,127852
11290000000,2116747,127852
11300000000,2116747,127852
11310000000,2116747,127852
11320000000,2116747,127852
11330000000,2116747,127852
11340000000,2116747,127852
11350000000,2116747,127852
11360000000,2116747,127852
11370000000,2116747,127852
11380000000,2116747,127852
11390000000,2116747,127852
11400000000,2116747,127852
11410000000,2116747,127852
11420000000,2116747,127852
11430000000,2116747,127852
11440000000,2116747,127852
11450000000,2116747,127852
11460000000,2116747,127852
11470000000,2116747,127852
11480000000,2116747,127852
11490000000,2116747,127852
11500000000,2116747,127852
11510000000,2116747,127852
11520000000,2116747,127852
11530000000,2116747,127852
11540000000,2116747,127852
11550000000,2116747,127852
11560000000,2116747,127852
11570000000,2116747,127852
11580000000,2116747,127852
11590000000,2116747,127852
11600000000,2116747,127852
11610000000,2116747,127852
11620000000,2116747,127852
11630000000,2116747,127852
11640000000,2116747,127852
11650000000,2116747,127852
11660000000,2116747,127852
11670000000,2116747,127852
11680000000,2116747,127852
11690000000,2116747,127852
