feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=25.00000000
#accounts,systemfee,networkfee,totalfee,sysfeeperacc,netfeeperacc,totalfeeperacc
110,1.41569029,0.00481752,1.42050781,0.01286992,0.00004380,0.01291371
111,1.42853577,0.00485052,1.43338629,0.01286970,0.00004370,0.01291339
112,1.44138125,0.00488352,1.44626477,0.01286948,0.00004361,0.01291308
113,1.45422673,0.00491652,1.45914325,0.01286927,0.00004351,0.01291278
114,1.46707221,0.00494952,1.47202173,0.01286906,0.00004342,0.01291248
115,1.47991769,0.00498252,1.48490021,0.01286885,0.00004333,0.01291218
116,1.49276317,0.00501552,1.49777869,0.01286865,0.00004324,0.01291189
117,1.50560865,0.00504852,1.51065717,0.01286845,0.00004315,0.01291160
118,1.51845413,0.00508152,1.52353565,0.01286826,0.00004307,0.01291132
119,1.53129961,0.00511452,1.53641413,0.01286807,0.00004298,0.01291105
120,1.54414509,0.00514752,1.54929261,0.01286788,0.00004290,0.01291078
121,1.55699057,0.00518052,1.56217109,0.01286770,0.00004282,0.01291051
122,1.56983605,0.00521352,1.57504957,0.01286751,0.00004274,0.01291025
123,1.58268153,0.00524652,1.58792805,0.01286733,0.00004266,0.01290999
124,1.59552701,0.00527952,1.60080653,0.01286716,0.00004258,0.01290974
125,1.60837249,0.00531252,1.61368501,0.01286698,0.00004251,0.01290949
126,1.62121797,0.00534552,1.62656349,0.01286681,0.00004243,0.01290924
127,1.63406345,0.00537852,1.63944197,0.01286665,0.00004236,0.01290900
128,1.64690893,0.00541152,1.65232045,0.01286648,0.00004228,0.01290876
129,1.65975441,0.00544452,1.66519893,0.01286632,0.00004221,0.01290852
130,1.67259989,0.00547752,1.67807741,0.01286616,0.00004214,0.01290829
131,1.68544537,0.00551052,1.69095589,0.01286600,0.00004207,0.01290807
132,1.69829085,0.00554352,1.70383437,0.01286584,0.00004200,0.01290784
133,1.71113633,0.00557652,1.71671285,0.01286569,0.00004193,0.01290762
134,1.72398181,0.00560952,1.72959133,0.01286554,0.00004187,0.01290740
135,1.73682729,0.00564252,1.74246981,0.01286539,0.00004180,0.01290719
136,1.74967277,0.00567552,1.75534829,0.01286525,0.00004174,0.01290698
137,1.76251825,0.00570852,1.76822677,0.01286510,0.00004167,0.01290677
138,1.77536373,0.00574152,1.78110525,0.01286496,0.00004161,0.01290656
139,1.78820921,0.00577452,1.79398373,0.01286482,0.00004155,0.01290636
140,1.80105469,0.00580752,1.80686221,0.01286468,0.00004149,0.01290616
141,1.81390017,0.00584052,1.81974069,0.01286455,0.00004143,0.01290597
142,1.82674565,0.00587352,1.83261917,0.01286441,0.00004137,0.01290577
143,1.83959113,0.00590652,1.84549765,0.01286428,0.00004131,0.01290558
144,1.85243661,0.00593952,1.85837613,0.01286415,0.00004125,0.01290539
145,1.86528209,0.00597252,1.87125461,0.01286402,0.00004119,0.01290521
146,1.87812757,0.00600552,1.88413309,0.01286389,0.00004114,0.01290503
147,1.89097305,0.00603852,1.89701157,0.01286377,0.00004108,0.01290485
148,1.90381853,0.00607152,1.90989005,0.01286364,0.00004103,0.01290467
149,1.91666401,0.00610452,1.92276853,0.01286352,0.00004097,0.01290449
150,1.92950949,0.00613752,1.93564701,0.01286340,0.00004092,0.01290432
151,1.94235497,0.00617052,1.94852549,0.01286328,0.00004087,0.01290415
152,1.95520045,0.00620352,1.96140397,0.01286317,0.00004082,0.01290398
153,1.96804593,0.00623652,1.97428245,0.01286305,0.00004077,0.01290381
154,1.98089141,0.00626952,1.98716093,0.01286294,0.00004072,0.01290365
155,1.99373689,0.00630252,2.00003941,0.01286282,0.00004067,0.01290349
156,2.00658237,0.00633552,2.01291789,0.01286271,0.00004062,0.01290332
157,2.01942785,0.00636852,2.02579637,0.01286260,0.00004057,0.01290317
158,2.03227333,0.00640152,2.03867485,0.01286249,0.00004052,0.01290301
159,2.04511881,0.00643452,2.05155333,0.01286239,0.00004047,0.01290286
160,2.05796429,0.00646752,2.06443181,0.01286228,0.00004043,0.01290270
161,2.07080977,0.00650052,2.07731029,0.01286218,0.00004038,0.01290255
162,2.08365525,0.00653352,2.09018877,0.01286207,0.00004034,0.01290240
163,2.09650073,0.00656652,2.10306725,0.01286197,0.00004029,0.01290226
164,2.10934621,0.00659952,2.11594573,0.01286187,0.00004025,0.01290211
165,2.12219169,0.00663252,2.12882421,0.01286177,0.00004020,0.01290197
166,2.13503717,0.00666552,2.14170269,0.01286167,0.00004016,0.01290183
167,2.14788265,0.00669852,2.15458117,0.01286158,0.00004012,0.01290169
168,2.16072813,0.00673152,2.16745965,0.01286148,0.00004007,0.01290155
169,2.17357361,0.00676452,2.18033813,0.01286139,0.00004003,0.01290141
170,2.18641909,0.00679752,2.19321661,0.01286129,0.00003999,0.01290128
171,2.19926457,0.00683052,2.20609509,0.01286120,0.00003995,0.01290115
172,2.21211005,0.00686352,2.21897357,0.01286111,0.00003991,0.01290101
173,2.22495553,0.00689652,2.23185205,0.01286102,0.00003987,0.01290088
174,2.23780101,0.00692952,2.24473053,0.01286093,0.00003983,0.01290076
175,2.25064649,0.00696252,2.25760901,0.01286084,0.00003979,0.01290063
176,2.26349197,0.00699552,2.27048749,0.01286075,0.00003975,0.01290050
177,2.27633745,0.00702852,2.28336597,0.01286067,0.00003971,0.01290038
178,2.28918293,0.00706152,2.29624445,0.01286058,0.00003968,0.01290025
179,2.30202841,0.00709452,2.30912293,0.01286050,0.00003964,0.01290013
180,2.31487389,0.00712752,2.32200141,0.01286042,0.00003960,0.01290001
181,2.32771937,0.00716052,2.33487989,0.01286033,0.00003957,0.01289989
182,2.34056485,0.00719352,2.34775837,0.01286025,0.00003953,0.01289978
183,2.35341033,0.00722652,2.36063685,0.01286017,0.00003949,0.01289966
184,2.36625581,0.00725952,2.37351533,0.01286009,0.00003946,0.01289954
185,2.37910129,0.00729252,2.38639381,0.01286001,0.00003942,0.01289943
186,2.39194677,0.00732552,2.39927229,0.01285993,0.00003939,0.01289932
187,2.40479225,0.00735852,2.41215077,0.01285986,0.00003936,0.01289921
188,2.41763773,0.00739152,2.42502925,0.01285978,0.00003932,0.01289910
189,2.43048321,0.00742452,2.43790773,0.01285970,0.00003929,0.01289899
190,2.44332869,0.00745752,2.45078621,0.01285963,0.00003926,0.01289888
191,2.45617417,0.00749052,2.46366469,0.01285956,0.00003922,0.01289877
192,2.46901965,0.00752352,2.47654317,0.01285948,0.00003919,0.01289867
193,2.48186513,0.00755652,2.48942165,0.01285941,0.00003916,0.01289856
194,2.49471061,0.00758952,2.50230013,0.01285934,0.00003913,0.01289846
195,2.50755609,0.00762252,2.51517861,0.01285927,0.00003909,0.01289836
196,2.52040157,0.00765552,2.52805709,0.01285920,0.00003906,0.01289826
197,2.53324705,0.00768852,2.54093557,0.01285913,0.00003903,0.01289816
198,2.54609253,0.00772152,2.55381405,0.01285906,0.00003900,0.01289806
199,2.55893801,0.00775452,2.56669253,0.01285899,0.00003897,0.01289796
200,2.57178349,0.00778752,2.57957101,0.01285892,0.00003894,0.01289786
201,2.58462897,0.00782052,2.59244949,0.01285886,0.00003891,0.01289776
202,2.59747445,0.00785352,2.60532797,0.01285879,0.00003888,0.01289767
203,2.61031993,0.00788652,2.61820645,0.01285872,0.00003885,0.01289757
204,2.62316541,0.00791952,2.63108493,0.01285866,0.00003883,0.01289748
205,2.63601089,0.00795252,2.64396341,0.01285859,0.00003880,0.01289739
206,2.64885637,0.00798552,2.65684189,0.01285853,0.00003877,0.01289730
207,2.66170185,0.00801852,2.66972037,0.01285847,0.00003874,0.01289720
208,2.67454733,0.00805152,2.68259885,0.01285841,0.00003871,0.01289711
209,2.68739281,0.00808452,2.69547733,0.01285834,0.00003869,0.01289703
210,2.70023829,0.00811752,2.70835581,0.01285828,0.00003866,0.01289694
211,2.71308377,0.00815052,2.72123429,0.01285822,0.00003863,0.01289685
212,2.72592925,0.00818352,2.73411277,0.01285816,0.00003861,0.01289676
213,2.73877473,0.00821652,2.74699125,0.01285810,0.00003858,0.01289668
214,2.75162021,0.00824952,2.75986973,0.01285804,0.00003855,0.01289659
215,2.76446569,0.00828252,2.77274821,0.01285798,0.00003853,0.01289651
216,2.77731117,0.00831552,2.78562669,0.01285793,0.00003850,0.01289642
217,2.79015665,0.00834852,2.79850517,0.01285787,0.00003848,0.01289634
218,2.80300213,0.00838152,2.81138365,0.01285781,0.00003845,0.01289626
219,2.81584761,0.00841452,2.82426213,0.01285776,0.00003843,0.01289618
220,2.82869309,0.00844752,2.83714061,0.01285770,0.00003840,0.01289610
221,2.84153857,0.00848052,2.85001909,0.01285765,0.00003838,0.01289602
222,2.85438405,0.00851352,2.86289757,0.01285759,0.00003835,0.01289594
223,2.86722953,0.00854652,2.87577605,0.01285754,0.00003833,0.01289586
224,2.88007501,0.00857952,2.88865453,0.01285748,0.00003831,0.01289578
225,2.89292049,0.00861252,2.90153301,0.01285743,0.00003828,0.01289571
226,2.90576597,0.00864552,2.91441149,0.01285738,0.00003826,0.01289563
227,2.91861145,0.00867852,2.92728997,0.01285732,0.00003824,0.01289556
228,2.93145693,0.00871152,2.94016845,0.01285727,0.00003821,0.01289548
229,2.94430241,0.00874452,2.95304693,0.01285722,0.00003819,0.01289541
230,2.95714789,0.00877752,2.96592541,0.01285717,0.00003817,0.01289533
231,2.96999337,0.00881052,2.97880389,0.01285712,0.00003815,0.01289526
232,2.98283885,0.00884352,2.99168237,0.01285707,0.00003812,0.01289519
233,2.99568433,0.00887652,3.00456085,0.01285702,0.00003810,0.01289512
234,3.00852981,0.00890952,3.01743933,0.01285697,0.00003808,0.01289504
235,3.02137529,0.00894252,3.03031781,0.01285692,0.00003806,0.01289497
236,3.03422077,0.00897552,3.04319629,0.01285687,0.00003804,0.01289490
237,3.04706625,0.00900852,3.05607477,0.01285682,0.00003802,0.01289484
238,3.05991173,0.00904152,3.06895325,0.01285678,0.00003799,0.01289477
239,3.07275721,0.00907452,3.08183173,0.01285673,0.00003797,0.01289470
240,3.08560269,0.00910752,3.09471021,0.01285668,0.00003795,0.01289463
241,3.09844817,0.00914052,3.10758869,0.01285664,0.00003793,0.01289456
242,3.11129365,0.00917352,3.12046717,0.01285659,0.00003791,0.01289450
243,3.12413913,0.00920652,3.13334565,0.01285654,0.00003789,0.01289443
244,3.13698461,0.00923952,3.14622413,0.01285650,0.00003787,0.01289437
245,3.14983009,0.00927252,3.15910261,0.01285645,0.00003785,0.01289430
246,3.16267557,0.00930552,3.17198109,0.01285641,0.00003783,0.01289424
247,3.17552105,0.00933852,3.18485957,0.01285637,0.00003781,0.01289417
248,3.18836653,0.00937152,3.19773805,0.01285632,0.00003779,0.01289411
249,3.20121201,0.00940452,3.21061653,0.01285628,0.00003777,0.01289405
250,3.21405749,0.00943752,3.22349501,0.01285623,0.00003776,0.01289399
251,3.22690297,0.00947052,3.23637349,0.01285619,0.00003774,0.01289392
252,3.23974845,0.00950352,3.24925197,0.01285615,0.00003772,0.01289386
253,3.25259393,0.00953652,3.26213045,0.01285611,0.00003770,0.01289380
254,3.26543941,0.00956952,3.27500893,0.01285607,0.00003768,0.01289374
255,3.27828489,0.00960252,3.28788741,0.01285602,0.00003766,0.01289368
256,3.29113037,0.00963552,3.30076589,0.01285598,0.00003764,0.01289362
257,3.30397585,0.00966852,3.31364437,0.01285594,0.00003763,0.01289356
258,3.31682133,0.00970152,3.32652285,0.01285590,0.00003761,0.01289350
259,3.32966681,0.00973452,3.33940133,0.01285586,0.00003759,0.01289345
260,3.34251229,0.00976752,3.35227981,0.01285582,0.00003757,0.01289339
261,3.35535777,0.00980052,3.36515829,0.01285578,0.00003755,0.01289333
262,3.36820325,0.00983352,3.37803677,0.01285574,0.00003754,0.01289328
263,3.38104873,0.00986652,3.39091525,0.01285570,0.00003752,0.01289322
264,3.39389421,0.00989952,3.40379373,0.01285566,0.00003750,0.01289316
265,3.40673969,0.00993252,3.41667221,0.01285563,0.00003749,0.01289311
266,3.41958517,0.00996552,3.42955069,0.01285559,0.00003747,0.01289305
267,3.43243065,0.00999852,3.44242917,0.01285555,0.00003745,0.01289300
268,3.44527613,0.01003152,3.45530765,0.01285551,0.00003744,0.01289294
269,3.45812161,0.01006452,3.46818613,0.01285548,0.00003742,0.01289289
270,3.47096709,0.01009752,3.48106461,0.01285544,0.00003740,0.01289284
271,3.48381257,0.01013052,3.49394309,0.01285540,0.00003739,0.01289278
272,3.49665805,0.01016352,3.50682157,0.01285537,0.00003737,0.01289273
273,3.50950353,0.01019652,3.51970005,0.01285533,0.00003735,0.01289268
274,3.52234901,0.01022952,3.53257853,0.01285529,0.00003734,0.01289263
275,3.53519449,0.01026252,3.54545701,0.01285526,0.00003732,0.01289258
276,3.54803997,0.01029552,3.55833549,0.01285522,0.00003731,0.01289252
277,3.56088545,0.01032852,3.57121397,0.01285519,0.00003729,0.01289247
278,3.57373093,0.01036152,3.58409245,0.01285515,0.00003728,0.01289242
279,3.58657641,0.01039452,3.59697093,0.01285512,0.00003726,0.01289237
280,3.59942189,0.01042752,3.60984941,0.01285508,0.00003725,0.01289232
281,3.61226737,0.01046052,3.62272789,0.01285505,0.00003723,0.01289228
282,3.62511285,0.01049352,3.63560637,0.01285502,0.00003722,0.01289223
283,3.63795833,0.01052652,3.64848485,0.01285498,0.00003720,0.01289218
284,3.65080381,0.01055952,3.66136333,0.01285495,0.00003719,0.01289213
285,3.66364929,0.01059252,3.67424181,0.01285491,0.00003717,0.01289208
286,3.67649477,0.01062552,3.68712029,0.01285488,0.00003716,0.01289203
287,3.68934025,0.01065852,3.69999877,0.01285485,0.00003714,0.01289199
288,3.70218573,0.01069152,3.71287725,0.01285482,0.00003713,0.01289194
289,3.71503121,0.01072452,3.72575573,0.01285478,0.00003711,0.01289189
290,3.72787669,0.01075752,3.73863421,0.01285475,0.00003710,0.01289185
291,3.74072217,0.01079052,3.75151269,0.01285472,0.00003709,0.01289180
292,3.75356765,0.01082352,3.76439117,0.01285469,0.00003707,0.01289176
293,3.76641313,0.01085652,3.77726965,0.01285466,0.00003706,0.01289171
294,3.77925861,0.01088952,3.79014813,0.01285463,0.00003704,0.01289167
295,3.79210409,0.01092252,3.80302661,0.01285460,0.00003703,0.01289162
296,3.80494957,0.01095552,3.81590509,0.01285456,0.00003702,0.01289158
297,3.81779505,0.01098852,3.82878357,0.01285453,0.00003700,0.01289153
298,3.83064053,0.01102152,3.84166205,0.01285450,0.00003699,0.01289149
299,3.84348601,0.01105452,3.85454053,0.01285447,0.00003698,0.01289144
300,3.85633149,0.01108752,3.86741901,0.01285444,0.00003696,0.01289140
301,3.86917697,0.01112052,3.88029749,0.01285441,0.00003695,0.01289136
302,3.88202245,0.01115352,3.89317597,0.01285438,0.00003694,0.01289132
303,3.89486793,0.01118652,3.90605445,0.01285435,0.00003692,0.01289127
304,3.90771341,0.01121952,3.91893293,0.01285433,0.00003691,0.01289123
305,3.92055889,0.01125252,3.93181141,0.01285430,0.00003690,0.01289119
306,3.93340437,0.01128552,3.94468989,0.01285427,0.00003689,0.01289115
307,3.94624985,0.01131852,3.95756837,0.01285424,0.00003687,0.01289111
308,3.95909533,0.01135152,3.97044685,0.01285421,0.00003686,0.01289107
309,3.97194081,0.01138452,3.98332533,0.01285418,0.00003685,0.01289103
310,3.98478629,0.01141752,3.99620381,0.01285415,0.00003684,0.01289099
311,3.99763177,0.01145052,4.00908229,0.01285413,0.00003682,0.01289094
312,4.01047725,0.01148352,4.02196077,0.01285410,0.00003681,0.01289090
313,4.02332273,0.01151652,4.03483925,0.01285407,0.00003680,0.01289087
314,4.03616821,0.01154952,4.04771773,0.01285404,0.00003679,0.01289083
315,4.04901369,0.01158252,4.06059621,0.01285402,0.00003677,0.01289079
316,4.06185917,0.01161552,4.07347469,0.01285399,0.00003676,0.01289075
317,4.07470465,0.01164852,4.08635317,0.01285396,0.00003675,0.01289071
318,4.08755013,0.01168152,4.09923165,0.01285394,0.00003674,0.01289067
319,4.10039561,0.01171452,4.11211013,0.01285391,0.00003673,0.01289063
320,4.11324109,0.01174752,4.12498861,0.01285388,0.00003672,0.01289059
321,4.12608657,0.01178052,4.13786709,0.01285386,0.00003670,0.01289056
322,4.13893205,0.01181352,4.15074557,0.01285383,0.00003669,0.01289052
323,4.15177753,0.01184652,4.16362405,0.01285381,0.00003668,0.01289048
324,4.16462301,0.01187952,4.17650253,0.01285378,0.00003667,0.01289044
325,4.17746849,0.01191252,4.18938101,0.01285375,0.00003666,0.01289041
326,4.19031397,0.01194552,4.20225949,0.01285373,0.00003665,0.01289037
327,4.20315945,0.01197852,4.21513797,0.01285370,0.00003664,0.01289034
328,4.21600493,0.01201152,4.22801645,0.01285368,0.00003663,0.01289030
329,4.22885041,0.01204452,4.24089493,0.01285365,0.00003661,0.01289026
330,4.24169589,0.01207752,4.25377341,0.01285363,0.00003660,0.01289023
331,4.25454137,0.01211052,4.26665189,0.01285360,0.00003659,0.01289019
332,4.26738685,0.01214352,4.27953037,0.01285358,0.00003658,0.01289016
333,4.28023233,0.01217652,4.29240885,0.01285356,0.00003657,0.01289012
334,4.29307781,0.01220952,4.30528733,0.01285353,0.00003656,0.01289009
335,4.30592329,0.01224252,4.31816581,0.01285351,0.00003655,0.01289005
336,4.31876877,0.01227552,4.33104429,0.01285348,0.00003654,0.01289002
337,4.33161425,0.01230852,4.34392277,0.01285346,0.00003653,0.01288998
338,4.34445973,0.01234152,4.35680125,0.01285344,0.00003652,0.01288995
339,4.35730521,0.01237452,4.36967973,0.01285341,0.00003651,0.01288992
340,4.37015069,0.01240752,4.38255821,0.01285339,0.00003650,0.01288988
341,4.38299617,0.01244052,4.39543669,0.01285337,0.00003649,0.01288985
342,4.39584165,0.01247352,4.40831517,0.01285334,0.00003648,0.01288982
343,4.40868713,0.01250652,4.42119365,0.01285332,0.00003647,0.01288978
344,4.42153261,0.01253952,4.43407213,0.01285330,0.00003646,0.01288975
345,4.43437809,0.01257252,4.44695061,0.01285327,0.00003645,0.01288972
346,4.44722357,0.01260552,4.45982909,0.01285325,0.00003644,0.01288968
347,4.46006905,0.01263852,4.47270757,0.01285323,0.00003643,0.01288965
348,4.47291453,0.01267152,4.48558605,0.01285321,0.00003642,0.01288962
349,4.48576001,0.01270452,4.49846453,0.01285319,0.00003641,0.01288959
350,4.49860549,0.01273752,4.51134301,0.01285316,0.00003640,0.01288956
351,4.51145097,0.01277052,4.52422149,0.01285314,0.00003639,0.01288952
352,4.52429645,0.01280352,4.53709997,0.01285312,0.00003638,0.01288949
353,4.53714193,0.01283652,4.54997845,0.01285310,0.00003637,0.01288946
354,4.54998741,0.01286952,4.56285693,0.01285308,0.00003636,0.01288943
355,4.56283289,0.01290252,4.57573541,0.01285306,0.00003635,0.01288940
356,4.57567837,0.01293552,4.58861389,0.01285303,0.00003634,0.01288937
357,4.58852385,0.01296852,4.60149237,0.01285301,0.00003633,0.01288934
358,4.60136933,0.01300152,4.61437085,0.01285299,0.00003632,0.01288931
359,4.61421481,0.01303452,4.62724933,0.01285297,0.00003631,0.01288928
360,4.62706029,0.01306752,4.64012781,0.01285295,0.00003630,0.01288925
361,4.63990577,0.01310052,4.65300629,0.01285293,0.00003629,0.01288922
362,4.65275125,0.01313352,4.66588477,0.01285291,0.00003629,0.01288919
363,4.66559673,0.01316652,4.67876325,0.01285289,0.00003628,0.01288916
364,4.67844221,0.01319952,4.69164173,0.01285287,0.00003627,0.01288913
