feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=1.00000000
#accounts,systemfee,networkfee,totalfee,sysfeeperacc,netfeeperacc,totalfeeperacc
178,2.63706435,0.00634952,2.64341387,0.01481497,0.00003568,0.01485064
179,2.65186422,0.00637852,2.65824274,0.01481489,0.00003564,0.01485052
180,2.66666409,0.00640752,2.67307161,0.01481481,0.00003560,0.01485040
181,2.68146396,0.00643652,2.68790048,0.01481472,0.00003557,0.01485028
182,2.69626383,0.00646552,2.70272935,0.01481464,0.00003553,0.01485017
183,2.71106370,0.00649452,2.71755822,0.01481456,0.00003549,0.01485005
184,2.72586357,0.00652352,2.73238709,0.01481448,0.00003546,0.01484993
185,2.74066344,0.00655252,2.74721596,0.01481440,0.00003542,0.01484982
186,2.75546331,0.00658152,2.76204483,0.01481432,0.00003539,0.01484971
187,2.77026318,0.00661052,2.77687370,0.01481425,0.00003536,0.01484960
188,2.78506305,0.00663952,2.79170257,0.01481417,0.00003532,0.01484949
189,2.79986292,0.00666852,2.80653144,0.01481409,0.00003529,0.01484938
190,2.81466279,0.00669752,2.82136031,0.01481402,0.00003526,0.01484927
191,2.82946266,0.00672652,2.83618918,0.01481395,0.00003522,0.01484916
192,2.84426253,0.00675552,2.85101805,0.01481387,0.00003519,0.01484906
193,2.85906240,0.00678452,2.86584692,0.01481380,0.00003516,0.01484895
194,2.87386227,0.00681352,2.88067579,0.01481373,0.00003513,0.01484885
195,2.88866214,0.00684252,2.89550466,0.01481366,0.00003509,0.01484875
196,2.90346201,0.00687152,2.91033353,0.01481359,0.00003506,0.01484865
197,2.91826188,0.00690052,2.92516240,0.01481352,0.00003503,0.01484855
198,2.93306175,0.00692952,2.93999127,0.01481345,0.00003500,0.01484845
199,2.94786162,0.00695852,2.95482014,0.01481338,0.00003497,0.01484835
200,2.96266149,0.00698752,2.96964901,0.01481331,0.00003494,0.01484825
201,2.97746136,0.00701652,2.98447788,0.01481325,0.00003491,0.01484815
202,2.99226123,0.00704552,2.99930675,0.01481318,0.00003488,0.01484806
203,3.00706110,0.00707452,3.01413562,0.01481311,0.00003485,0.01484796
204,3.02186097,0.00710352,3.02896449,0.01481305,0.00003483,0.01484787
205,3.03666084,0.00713252,3.04379336,0.01481298,0.00003480,0.01484778
206,3.05146071,0.00716152,3.05862223,0.01481292,0.00003477,0.01484769
207,3.06626058,0.00719052,3.07345110,0.01481286,0.00003474,0.01484759
208,3.08106045,0.00721952,3.08827997,0.01481280,0.00003471,0.01484750
209,3.09586032,0.00724852,3.10310884,0.01481273,0.00003469,0.01484742
210,3.11066019,0.00727752,3.11793771,0.01481267,0.00003466,0.01484733
211,3.12546006,0.00730652,3.13276658,0.01481261,0.00003463,0.01484724
212,3.14025993,0.00733552,3.14759545,0.01481255,0.00003461,0.01484715
213,3.15505980,0.00736452,3.16242432,0.01481249,0.00003458,0.01484707
214,3.16985967,0.00739352,3.17725319,0.01481243,0.00003455,0.01484698
215,3.18465954,0.00742252,3.19208206,0.01481237,0.00003453,0.01484690
216,3.19945941,0.00745152,3.20691093,0.01481232,0.00003450,0.01484681
217,3.21425928,0.00748052,3.22173980,0.01481226,0.00003448,0.01484673
218,3.22905915,0.00750952,3.23656867,0.01481220,0.00003445,0.01484665
219,3.24385902,0.00753852,3.25139754,0.01481215,0.00003443,0.01484657
